Maestro Wilson Fonseca,Medium airport,Santar?,Brazil,STM,SBSN,
London Stansted,Large airport,London,United Kingdom,STN,EGSS,
St Paul Downtown Holman Field,Medium airport,St Paul,United States,STP,KSTP,STP
St Marys Municipal,Small airport,St Marys,United States,STQ,KOYM,OYM
Stuttgart,Large airport,Stuttgart,Germany,STR,EDDS,
Charles M. Schulz Sonoma County,Medium airport,Santa Rosa,United States,STS,KSTS,STS
Cyril E. King,Medium airport,"Charlotte Amalie, Harry S. Truman Airport",U.S. Virgin Islands,STT,TIST,STT
Santa Cruz,Small airport,Santa Cruz,Belize,STU,,
Surat,Medium airport,,India,STV,VASU,
Stavropol Shpakovskoye,Medium airport,Stavropol,Russia,STW,URMT,
Henry E Rohlsen,Medium airport,Christiansted,U.S. Virgin Islands,STX,TISX,STX
Nueva Hesperides International,Medium airport,Salto,Uruguay,STY,SUSO,
Witham Field,Small airport,Stuart,United States,SUA,KSUA,SUA
Juanda International,Large airport,Surabaya,Indonesia,SUB,WARR,
Schloredt잺losed,Closed,Sundance,United States,SUC,,
Stroud Municipal,Small airport,Stroud,United States,SUD,KSUD,SUD
Door County Cherryland,Small airport,Sturgeon Bay,United States,SUE,KSUE,SUE
Lamezia Terme,Medium airport,Lamezia Terme (CZ),Italy,SUF,LICA,
Surigao,Medium airport,Surigao City,Philippines,SUG,RPMS,
Sur,Small airport,Sur,Oman,SUH,OOSR,
Sukhumi Dranda,Medium airport,Sukhumi,Georgia,SUI,UGSS,
Satu Mare,Medium airport,Satu Mare,Romania,SUJ,LRSM,
Sakkyryr,Small airport,Batagay-Alyta,South Korea,SUK,UEBS,
Sui,Medium airport,Sui,Pakistan,SUL,OPSU,
Sumter,Small airport,Sumter,United States,SUM,KSMS,SMS
Friedman Memorial,Medium airport,Hailey,United States,SUN,KSUN,SUN
Sunriver,Small airport,Sunriver,United States,SUO,S21,S21
Trunojoyo,Small airport,Sumenep-Madura Island,Indonesia,SUP,WART,
Sucua,Small airport,Sucua,Ecuador,SUQ,SESC,
Summer Beaver,Small airport,Summer Beaver,Canada,SUR,CJV7,
Spirit of St Louis,Large airport,St Louis,United States,SUS,KSUS,SUS
Sumbawanga,Small airport,Sumbawanga,Tanzania,SUT,HTSU,
Travis Air Force Base,Large airport,Fairfield,United States,SUU,KSUU,SUU
Nausori International,Medium airport,Nausori,Fiji,SUV,NFNA,
Richard I Bong,Small airport,Superior,United States,SUW,KSUW,SUW
Sioux Gateway Col. Bud Day Field,Large airport,Sioux City,United States,SUX,KSUX,SUX
Suntar,Small airport,Suntar,Russia,SUY,UENS,
Suria잺losed,Closed,Suria,Papua New Guinea,SUZ,,
Savoonga,Medium airport,Savoonga,United States,SVA,PASA,SVA
Sambava,Medium airport,,Madagascar,SVB,FMNS,
Argyle International,Medium airport,Kingstown,Saint Vincent and the Grenadines,SVD,TVSA,
Susanville Municipal,Small airport,Susanville,United States,SVE,KSVE,SVE
Sav?Small airport,Sav?Benin,SVF,DBBS,,,
Stavanger Sola,Large airport,Stavanger,Norway,SVG,ENZV,
Statesville Regional,Small airport,Statesville,United States,SVH,KSVH,SVH
Eduardo Falla Solano,Medium airport,San Vicente Del Cagu?,Colombia,SVI,SKSV,
Svolv? Helle,Medium airport,Svolv?,Norway,SVJ,ENSH,
Silver Creek,Small airport,Silver Creek,Belize,SVK,,
Savonlinna,Medium airport,Savonlinna,Finland,SVL,EFSA,
Hunter Army Air Field,Medium airport,Savannah,United States,SVN,KSVN,SVN
Sheremetyevo International,Large airport,Moscow,Russia,SVO,UUEE,
Kuito,Medium airport,Kuito,Angola,SVP,FNKU,
Sevilla,Medium airport,Sevilla,Spain,SVQ,LEZL,
Svay Rieng잺losed,Closed,Svay Rieng,Cambodia,SVR,,
Stevens Village,Small airport,Stevens Village,United States,SVS,SVS,SVS
Savuti,Small airport,Savuti,Botswana,SVT,FBSV,
Savusavu,Small airport,Savusavu,Fiji,SVU,NFNS,
San Salvador de Paul,Small airport,San Salvador de Paul,Venezuela,SVV,,
Sparrevohn LRRS,Medium airport,Sparrevohn,United States,SVW,PASV,SVW
Koltsovo,Large airport,Yekaterinburg,Russia,SVX,USSS,
Savo잺losed,Closed,Savo,Solomon Islands,SVY,,
San Antonio Del Tachira,Medium airport,,Venezuela,SVZ,SVSA,
Jieyang Chaoshan International,Medium airport,Shantou,China,SWA,ZGOW,
Shaw River,Small airport,Shaw River,Australia,SWB,,
Stawell,Medium airport,,Australia,SWC,YSWL,
Seward,Medium airport,Seward,United States,SWD,PAWD,SWD
Siwea,Small airport,Siwea,Papua New Guinea,SWE,AYEW,
Stewart International,Medium airport,Newburgh,United States,SWF,KSWF,SWF
Satwag,Small airport,Satwag,Papua New Guinea,SWG,AYSW,
Swan Hill,Medium airport,,Australia,SWH,YSWH,
Gypsy잺losed,Closed,Swindon,United Kingdom,SWI,,
Southwest Bay,Small airport,Malekula Island,Vanuatu,SWJ,NVSX,
Segrate잺losed,Closed,Milan,Italy,SWK,,
Spanish Wells잺losed,Closed,Spanish Wells,Bahamas,SWL,,
Suia-Missu잺losed,Closed,Alto Boa Vista,Brazil,SWM,,
Sahiwal,Small airport,Sahiwal,Pakistan,SWN,,
Stillwater Regional,Medium airport,Stillwater,United States,SWO,KSWO,SWO
Swakopmund,Small airport,Swakopmund,Namibia,SWP,FYSM,
Sumbawa Besar,Small airport,Sumbawa Island,Indonesia,SWQ,WADS,
Silur,Small airport,Silur Mission,Papua New Guinea,SWR,AYZI,
Swansea,Medium airport,Swansea,United Kingdom,SWS,EGFH,
Strezhevoy,Medium airport,Strezhevoy,Russia,SWT,UNSS,
Suwon,Medium airport,,South Korea,SWU,RKSW,
Shikarpur잺losed,Closed,Shikarpur,Pakistan,SWV,,
Avenger Field,Small airport,Sweetwater,United States,SWW,KSWW,SWW
Shakawe,Small airport,Shakawe,Botswana,SWX,FBSW,
Sitiawan,Small airport,Sitiawan,Malaysia,SWY,WMBA,
Sydney West잺losed,Closed,Sydney,Australia,SWZ,,
Sialum,Small airport,Sialum,Papua New Guinea,SXA,AYQS,
Strasbourg,Medium airport,Strasbourg,France,SXB,LFST,
Avalo Vor/WP잺losed,Closed,Catalina Island,United States,SXC,,
Sophia Antipolis잺losed,Closed,Sophia Antipolis,France,SXD,,
Berlin-Sch?efeld잺losed,Closed,Berlin,Germany,SXF,EDDB,
Senanga,Small airport,Senanga,Zambia,SXG,FLSN,
Sehulea,Small airport,Sehulea,Papua New Guinea,SXH,AYSL,
Sirri Island,Medium airport,,Iran,SXI,OIBS,
Shanshan,Medium airport,Shanshan,China,SXJ,ZWSS,
Saumlaki/Olilit,Small airport,Saumlaki-Yamdena Island,Indonesia,SXK,WAPI,
Sligo,Medium airport,Sligo,Ireland,SXL,EISG,
Princess Juliana International,Large airport,Saint Martin,Sint Maarten,SXM,TNCM,
Sua Pan,Medium airport,Sowa,Botswana,SXN,FBSN,
S? F?ix do Araguaia,Small airport,S? F?ix Do Araguaia,Brazil,SXO,SWFX,
Sheldon Point,Small airport,Nunam Iqua,United States,SXP,SXP,SXP
Soldotna,Medium airport,Soldotna,United States,SXQ,PASX,SXQ
Sheikh ul Alam,Medium airport,Srinagar,India,SXR,VISR,
Sahabat [Sahabat 16],Small airport,Sahabat,Malaysia,SXS,WBKH,
Sungai Tiang,Small airport,Taman Negara,Malaysia,SXT,WMAN,
Soddu,Small airport,Soddu,Ethiopia,SXU,HASD,
Salem,Medium airport,Salem,India,SXV,VOSM,
Sauren,Small airport,Sauren,Papua New Guinea,SXW,AYSV,
S? F?ix do Xingu,Small airport,S? F?ix Do Xingu,Brazil,SXX,SNFX,
Siirt,Medium airport,Siirt,Turkey,SXZ,LTCL,
Eareckson Air Station,Medium airport,Shemya,United States,SYA,PASY,SYA
Seal Bay Seaplane Base잺losed,Closed,Seal Bay,United States,SYB,,
Sydney Kingsford Smith International,Large airport,Sydney,Australia,SYD,YSSY,
Sadah,Small airport,Sadah,Yemen,SYE,OYSH,
Silva Bay,Seaplane base,Gabriola Island,Canada,SYF,,
Spitsberg잺losed,Closed,Svalbard,Norway,SYG,,
Syangboche,Small airport,Namche Bazaar,Nepal,SYH,VNSB,
Bomar Field Shelbyville Municipal,Small airport,Shelbyville,United States,SYI,KSYI,SYI
Sirjan,Medium airport,,Iran,SYJ,OIKY,
Stykkish?mur,Small airport,Stykkish?mur,Iceland,SYK,BIST,
Roberts Army,Heliport,Camp Roberts/San Miguel,United States,SYL,KSYL,SYL
Pu'er Simao,Small airport,Pu'er,China,SYM,ZPSM,
Stanton Airfield,Small airport,Stanton,United States,SYN,KSYN,SYN
Shonai,Medium airport,Shonai,Japan,SYO,RJSY,
Ruben Cantu,Medium airport,Santiago,Panama,SYP,MPSA,
Tobias Bolanos International,Medium airport,San Jose,Costa Rica,SYQ,MRPV,
Syracuse Hancock International,Large airport,Syracuse,United States,SYR,KSYR,SYR
Saskylakh,Medium airport,Saskylakh,South Korea,SYS,UERS,
Saint-Yan,Medium airport,Saint-Yan,France,SYT,LFLN,
Warraber Island,Small airport,Sue Islet,Australia,SYU,YWBS,
Sylvester,Small airport,Sylvester,United States,SYV,KSYV,SYV
Sehwan Sharif,Medium airport,Sehwan Sharif,Pakistan,SYW,OPSN,
Sanya Phoenix International,Large airport,Sanya,China,SYX,ZJSY,
Stornoway,Medium airport,Stornoway,United Kingdom,SYY,EGPO,
Shiraz Shahid Dastghaib International,Large airport,Shiraz,Iran,SYZ,OISS,
Soyo,Medium airport,Soyo,Angola,SZA,FNSO,
Sultan Abdul Aziz Shah International,Medium airport,Subang,Malaysia,SZB,WMSA,
Sheffield City,Heliport,Sheffield,United Kingdom,SZD,EGSY,
Semera,Small airport,Semera,Ethiopia,SZE,HASM,
Samsun ?r?amba,Small airport,Samsun,Turkey,SZF,LTFH,
Salzburg,Medium airport,Salzburg,Austria,SZG,LOWS,
Siguanea,Medium airport,Isla de la Juventud,Cuba,SZJ,MUSN,
Skukuza,Medium airport,Skukuza,South Africa,SZK,FASZ,
Whiteman Air Force Base,Large airport,Knob Noster,United States,SZL,KSZL,SZL
Sesriem Airstrip,Small airport,,Namibia,SZM,FYSS,
Santa Cruz Island,Small airport,Santa Barbara,United States,SZN,KSZN,SZN
Shanzhou잺losed,Closed,Shanzhou,China,SZO,,
Santa Paula,Small airport,Santa Paula,United States,SZP,KSZP,SZP
Saenz Pe?잺losed,Closed,Presidencia Roque S?nz Pe?,Argentina,SZQ,,
Stara Zagora,Small airport,Stara Zagora,Bulgaria,SZR,LBSZ,
Ryans Creek Aerodrome,Small airport,Oban,New Zealand,SZS,NZRC,
Segou잺losed,Closed,Segou,Mali,SZU,,
Suzhou Guangfu,Medium airport,Suzhou,China,SZV,ZSSZ,
Schwerin Parchim,Medium airport,,Germany,SZW,EDOP,
Shenzhen Bao'an International,Large airport,Shenzhen,China,SZX,ZGSZ,
Szczytno-Szymany International,Medium airport,,Poland,SZY,EPSY,
"Szczecin-Goleni? ""Solidarno??""",Medium airport,Goleniow,Poland,SZZ,EPSC,
Tarapaina잺losed,Closed,Tarapaina,Solomon Islands,TAA,,
Tobago-Crown Point,Medium airport,Scarborough,Trinidad and Tobago,TAB,TTCP,
Daniel Z. Romualdez,Medium airport,Tacloban City,Philippines,TAC,RPVA,
Perry Stokes,Small airport,Trinidad,United States,TAD,KTAD,TAD
Daegu,Medium airport,Daegu,South Korea,TAE,RKTN,
Tafaraoui,Medium airport,,Algeria,TAF,DAOL,
Tagbilaran,Medium airport,Tagbilaran City,Philippines,TAG,RPVT,
Tanna,Medium airport,,Vanuatu,TAH,NVVW,
Ta'izz International,Medium airport,Ta'izz,Yemen,TAI,OYTZ,
Tadji,Small airport,Aitape,Papua New Guinea,TAJ,AYTJ,
Takamatsu,Medium airport,Takamatsu,Japan,TAK,RJOT,
Ralph M Calhoun Memorial,Small airport,Tanana,United States,TAL,PATA,TAL
General Francisco Javier Mina International,Medium airport,Tampico,Mexico,TAM,MMTM,
Tangalooma,Small airport,,Australia,TAN,YTGA,
Liuting,Medium airport,Qingdao,China,TAO,ZSQD,
Tapachula International,Medium airport,Tapachula,Mexico,TAP,MMTP,
Tarcoola,Small airport,Tarcoola,Australia,TAQ,YTAR,
"Taranto-Grottaglie ""Marcello Arlotta""",Medium airport,Grottaglie,Italy,TAR,LIBG,
Tashkent International,Large airport,Tashkent,Uzbekistan,TAS,UTTT,
Poprad-Tatry,Medium airport,Poprad,Slovakia,TAT,LZTT,
Tauramena,Small airport,Tauramena,Colombia,TAU,SKTA,
Tau잺losed,Closed,Tau Village,American Samoa,TAV,,
Tacuarembo,Small airport,Tacuarembo,Uruguay,TAW,SUTB,
Taliabu Island,Small airport,Tikong-Taliabu Island,Indonesia,TAX,WAPT,
Tartu,Medium airport,Tartu,Estonia,TAY,EETU,
Da?oguz,Medium airport,Da?oguz,Turkmenistan,TAZ,UTAT,
Tabibuga잺losed,Closed,Tabibuga,Papua New Guinea,TBA,,
Dong Tac,Medium airport,Tuy Hoa,Vietnam,TBB,VVTH,
Tuba City,Small airport,Tuba City,United States,TBC,KT03,T03
Timbiqui잺losed,Closed,Timbiqui,Colombia,TBD,,
Timbunke,Small airport,Timbunke,Papua New Guinea,TBE,AYTV,
Tabiteuea North,Medium airport,,Kiribati,TBF,NGTE,
Tabubil,Small airport,Tabubil,Papua New Guinea,TBG,AYTB,
Tugdan,Medium airport,Tablas Island,Philippines,TBH,RPVU,
New Bright잺losed,Closed,The Bight,Bahamas,TBI,,
Tabarka 7 Novembre,Medium airport,Tabarka,Tunisia,TBJ,DTKA,
Timber Creek,Small airport,,Australia,TBK,YTBR,
Tableland Homestead,Small airport,,Australia,TBL,YTAB,
Tumbang Samba,Small airport,Tumbang Samba-Borneo Island,Indonesia,TBM,WAOW,
Waynesville-St. Robert Regional Forney field,Medium airport,Fort Leonard Wood,United States,TBN,KTBN,TBN
Tabora,Small airport,Tabora,Tanzania,TBO,HTTB,
Capitan FAP Pedro Canga Rodriguez,Medium airport,Tumbes,Per?TBP,SPME,,
Tarabo,Small airport,Tarabo,Papua New Guinea,TBQ,AYTR,
Statesboro Bulloch County,Small airport,Statesboro,United States,TBR,KTBR,TBR
Tbilisi International,Large airport,Tbilisi,Georgia,TBS,UGTB,
Tabatinga,Medium airport,Tabatinga,Brazil,TBT,SBTT,
Fua'amotu International,Medium airport,Nuku'alofa,Tonga,TBU,NFTF,
Tabal Airstrip잺losed,Closed,Tabal Island,Marshall Islands,TBV,,
Donskoye,Medium airport,Tambov,Russia,TBW,UUOT,
Taabo잺losed,Closed,Taabo,C?e d'Ivoire,TBX,,
Tshabong,Small airport,Tshabong,Botswana,TBY,FBTS,
Tabriz International,Large airport,Tabriz,Iran,TBZ,OITT,
Tennant Creek,Medium airport,Tennant Creek,Australia,TCA,YTNK,
Treasure Cay,Medium airport,Treasure Cay,Bahamas,TCB,MYAT,
Tucumcari Municipal,Medium airport,Tucumcari,United States,TCC,KTCC,TCC
Tarapac?Small airport,Tarapac?Colombia,TCD,,,,
Tulcea,Medium airport,Tulcea,Romania,TCE,LRTC,
Tocoa잺losed,Closed,Tocoa,Honduras,TCF,,
Tacheng,Small airport,Tacheng,China,TCG,ZWTC,
Tchibanga,Small airport,Tchibanga,Gabon,TCH,FOOT,
Torembi,Small airport,Torembi,Papua New Guinea,TCJ,AYVM,
Tinboli,Small airport,Tinboli,Papua New Guinea,TCK,AYYL,
Tuscaloosa Regional,Medium airport,Tuscaloosa,United States,TCL,KTCL,TCL
McChord Air Force Base,Large airport,Tacoma,United States,TCM,KTCM,TCM
Tehuacan,Small airport,,Mexico,TCN,MMHC,
La Florida,Medium airport,Tumaco,Colombia,TCO,SKCO,
Taba International,Medium airport,Taba,Egypt,TCP,HETB,
Coronel FAP Carlos Ciriani Santa Rosa International,Medium airport,Tacna,Per?TCQ,SPTN,,
Tuticorin,Small airport,Thoothukudi,India,TCR,VOTK,
Truth Or Consequences Municipal,Medium airport,Truth Or Consequences,United States,TCS,KTCS,TCS
Takotna,Small airport,Takotna,United States,TCT,PPCT,TCT
Thaba Nchu Tar,Small airport,Homeward,South Africa,TCU,FATN,
Tete잺losed,Closed,Tete,Mozambique,TCV,,
Tocumwal,Small airport,,Australia,TCW,YTOC,
Tabas,Medium airport,Tabas,Iran,TCX,OIMT,
Terrace Bay,Small airport,Terrace Bay,Namibia,TCY,FYTE,
Tengchong Tuofeng,Medium airport,Tengchong,China,TCZ,ZUTC,
Trinidad,Small airport,Trinidad,Colombia,TDA,SKTD,
Tetebedi,Small airport,Tetebedi,Papua New Guinea,TDB,AYTF,
Teniente Av. Jorge Henrich Arauz,Medium airport,Trinidad,Bolivia,TDD,SLTR,
Tandag,Medium airport,,Philippines,TDG,RPMW,
Tadjoura,Small airport,Tadjoura,Djibouti,TDJ,HDTJ,
Taldykorgan,Medium airport,Taldy Kurgan,Kazakhstan,TDK,,
H?oes De Malvinas,Medium airport,Tandil,Argentina,TDL,SAZT,
Theda Station,Small airport,Theda Station,Australia,TDN,YTHD,
Ed Carlson Memorial Field South Lewis County,Small airport,Toledo,United States,TDO,KTDO,TDO
Trompeteros,Small airport,Corrientes,Per?TDP,SPDR,,
Theodore,Small airport,,Australia,TDR,YTDR,
Sasereme,Small airport,Sasereme,Papua New Guinea,TDS,AYSS,
Tanda Tula,Small airport,Welverdiend,South Africa,TDT,FATD,
Samangoky,Small airport,Tanandava,Madagascar,TDV,FMSN,
Tradewind,Small airport,Amarillo,United States,TDW,KTDW,TDW
Trat,Medium airport,,Thailand,TDX,VTBO,
Toledo Executive,Small airport,Toledo,United States,TDZ,KTDZ,TDZ
Tela,Medium airport,Tela,Honduras,TEA,MHTE,
Teterboro,Medium airport,Teterboro,United States,TEB,KTEB,TEB
Tel?aco Borba,Medium airport,Tel?aco Borba,Brazil,TEC,SBTL,
Thisted,Medium airport,Thisted,Denmark,TED,EKTS,
Cheikh Larbi T?essi,Medium airport,T?essi,Algeria,TEE,DABS,
Telfer,Medium airport,,Australia,TEF,YTEF,
Tenkodogo,Small airport,Tenkodogo,Burkina Faso,TEG,DFET,
Tetlin잺losed,Closed,"Tetlin, AK",United States,TEH,,
Tezu,Small airport,Tezu,India,TEI,VETJ,
Tatitlek,Small airport,Tatitlek,United States,TEK,PAKA,7KA
Telupid,Small airport,Telupid,Malaysia,TEL,WBKE,
Temora,Medium airport,,Australia,TEM,YTEM,
Tongren Fenghuang,Small airport,,China,TEN,ZUTR,
Terapo,Small airport,Terapo Mission,Papua New Guinea,TEO,AYTY,
Tep Tep,Small airport,Teptep,Papua New Guinea,TEP,AYTP,
Tekirda? ?rlu,Medium airport,?rlu,Turkey,TEQ,LTBU,
Lajes,Large airport,Praia da Vit?ia,Portugal,TER,LPLA,
Tessenei,Small airport,Tessenei,Eritrea,TES,HHTS,
Chingozi,Medium airport,Tete,Mozambique,TET,FQTT,
Manapouri,Medium airport,,New Zealand,TEU,NZMO,
Teruel,Medium airport,Teruel,Spain,TEV,LETL,
Telluride Regional,Small airport,Telluride,United States,TEX,KTEX,TEX
?ngeyri,Small airport,?ngeyri,Iceland,TEY,BITE,
Tezpur,Medium airport,,India,TEZ,VETZ,
Tifalmin,Small airport,Tifalmin,Papua New Guinea,TFB,AYTH,
Tef?Medium airport,Tef?Brazil,TFF,SBTF,,,
Tufi,Small airport,Tufi,Papua New Guinea,TFI,AYTU,
Juscelino Kubitscheck,Small airport,Te?ilo Otoni,Brazil,TFL,SNTO,
Telefomin,Small airport,Telefomin,Papua New Guinea,TFM,AYTE,
Tenerife Norte,Large airport,Tenerife Island,Spain,TFN,GCXO,
Ramadan잺losed,Closed,Ramadan,Egypt,TFR,,
Tenerife South,Large airport,Tenerife Island,Spain,TFS,GCTS,
Taftan,Small airport,Taftan,Pakistan,TFT,OPTT,
Tarfaya잺losed,Closed,Tarfaya,Morocco,TFY,,
Tengah Air Base,Medium airport,,Singapore,TGA,WSAT,
Tagbita잺losed,Closed,Tagbita,Philippines,TGB,,
Tanjung Manis,Small airport,Tanjung Manis,Malaysia,TGC,WBGT,
Podgorica,Large airport,Podgorica,Montenegro,TGD,LYPG,
Sharpe Field,Small airport,Tuskegee,United States,TGE,AL73,AL73
Tignes잺losed,Closed,Tignes,France,TGF,,
Sultan Mahmud,Medium airport,Kuala Terengganu,Malaysia,TGG,WMKN,
Tongoa,Small airport,Tongoa Island,Vanuatu,TGH,NVST,
Tingo Maria,Small airport,Tingo Maria,Per?TGI,SPGM,,
Tiga,Medium airport,Tiga,New Caledonia,TGJ,NWWA,
Taganrog Yuzhny,Medium airport,Taganrog,Russia,TGK,URRT,
Tagula,Small airport,Sudest Island,Papua New Guinea,TGL,AYTG,
Transilvania T?gu Mure? International,Medium airport,T?gu Mure?,Romania,TGM,LRTM,
Latrobe Valley,Medium airport,Morwell,Australia,TGN,YLTV,
Tongliao,Medium airport,Tongliao,China,TGO,ZBTL,
Tangar?da Serra,Small airport,Tangar?Da Serra,Brazil,TGQ,SWTS,
Touggourt Sidi Madhi,Medium airport,Touggourt,Algeria,TGR,DAUK,
Chokw?Small airport,Chokw?Mozambique,TGS,,,,
Tanga,Medium airport,Tanga,Tanzania,TGT,HTTG,
Toncont? International,Medium airport,Tegucigalpa,Honduras,TGU,MHTG,
Bukhovtsi Airfield,Small airport,Targovishte,Bulgaria,TGV,LBTG,
Tingrela잺losed,Closed,Tingrela,C?e d'Ivoire,TGX,,
Angel Albino Corzo International,Medium airport,Tuxtla Guti?rez,Mexico,TGZ,MMTG,
Tullahoma Regional Arpt/Wm Northern Field,Small airport,Tullahoma,United States,THA,KTHA,THA
Thaba-Tseka,Small airport,Thaba-Tseka,Lesotho,THB,FXTA,
Tchien,Small airport,Tchien,Liberia,THC,GLTN,
Senador Petr?io Portela,Medium airport,Teresina,Brazil,THE,SBTE,
Berlin-Tempelhof International잺losed,Closed,Berlin,Germany,THF,EDDI,
Thangool,Medium airport,Biloela,Australia,THG,YTNG,
Taharoa Aerodrome,Small airport,Taharoa,New Zealand,THH,NZTS,
Tichitt,Small airport,Tichitt,Mauritania,THI,GQNC,
Thakhek,Small airport,Thakhek,Laos,THK,VLTK,
Tachileik,Medium airport,Tachileik,Burma,THL,VYTL,
Thompson Falls,Small airport,Thompson Falls,United States,THM,KTHM,THM
Trollh?tan-V?ersborg,Medium airport,Trollh?tan,Sweden,THN,ESGT,
Thorshofn,Small airport,Thorshofn,Iceland,THO,BITN,
Hot Springs County,Small airport,Thermopolis,United States,THP,KHSG,HSG
Tianshui Maijishan,Medium airport,Tianshui,China,THQ,ZLTS,
Mehrabad International,Large airport,Tehran,Iran,THR,OIII,
Sukhothai,Medium airport,,Thailand,THS,VTPO,
Tamchakett,Small airport,Tamchakett,Mauritania,THT,GQNT,
Thule Air Base,Medium airport,Thule,Greenland,THU,BGTL,
York,Small airport,York,United States,THV,KTHV,THV
Turukhansk,Small airport,Turukhansk,Russia,THX,UOTT,
Thohoyandou,Small airport,Thohoyandou,South Africa,THY,FATH,
Tahoua,Medium airport,Tahoua,Niger,THZ,DRRT,
Tirana International Mother Teresa,Large airport,Tirana,Albania,TIA,LATI,
Tib?Small airport,Tib?Colombia,TIB,SKTB,,,
Tinak,Small airport,Arno Atoll,Marshall Islands,TIC,,
Bou Chekif,Medium airport,Tiaret,Algeria,TID,DAOB,
Tippi,Small airport,Tippi,Ethiopia,TIE,HATP,
Ta뭝f Regional,Medium airport,Ta뭝f,Saudi Arabia,TIF,OETF,
Tingwon잺losed,Closed,Tingwon Island,Papua New Guinea,TIG,,
Tikehau,Medium airport,,French Polynesia,TIH,NTGC,
Tarin Kowt,Small airport,Tarin Kowt,Afghanistan,TII,OATN,
General Abelardo L. Rodr?uez International,Large airport,Tijuana,Mexico,TIJ,MMTJ,
Tinker Air Force Base,Large airport,Oklahoma City,United States,TIK,KTIK,TIK
Cheadle,Small airport,Cheadle,Canada,TIL,CFQ4,
Moses Kilangin,Medium airport,Timika-Papua Island,Indonesia,TIM,WABP,
Tindouf,Medium airport,Tindouf,Algeria,TIN,DAOF,
Tilin,Small airport,Tilin,Burma,TIO,VYHN,
Tripoli International,Large airport,Tripoli,Libya,TIP,HLLT,
Tinian International,Medium airport,Tinian Island,Northern Mariana Islands,TIQ,PGWT,TNI
Tirupati,Small airport,Tirupati,India,TIR,VOTP,
Timaru,Medium airport,,New Zealand,TIU,NZTU,
Tivat,Medium airport,Tivat,Montenegro,TIV,LYTV,
Tacoma Narrows,Medium airport,Tacoma,United States,TIW,KTIW,TIW
Space Coast Regional,Medium airport,Titusville,United States,TIX,KTIX,TIX
Tidjikja,Small airport,Tidjikja,Mauritania,TIY,GQND,
Tari,Small airport,Tari,Papua New Guinea,TIZ,AYTA,
Capitan Oriel Lea Plaza,Medium airport,Tarija,Bolivia,TJA,SLTJ,
Sei Bati,Small airport,Tanjung Balai-Karinmunbesar Island,Indonesia,TJB,WIBT,
Ticantiki,Small airport,Ticantiqui,Panama,TJC,,
Warukin,Medium airport,Tanta-Tabalong-Borneo Island,Indonesia,TJG,WAON,
Tajima,Medium airport,Tajima,Japan,TJH,RJBT,
